Long_Desc,NutrDesc,Nutr_Val,Amount,Msre_Desc,Gm_Wgt
Soup;  cream of mushroom;  canned;  condensed,Vitamin C;  total ascorbic acid,0,0.5,cup,126
Asparagus;  cooked;  boiled;  drained,Vitamin C;  total ascorbic acid,7.7,0.5,cup,90
Turnip greens;  canned;  solids and liquids,Vitamin C;  total ascorbic acid,15.5,0.5,cup,117
Soup;  cream of potato;  canned;  condensed,Vitamin C;  total ascorbic acid,0.2,0.5,cup,124
Soup;  beef broth bouillon and consomme;  canned;  condensed,Vitamin C;  total ascorbic acid,0.7,0.5,cup,124
Peas;  green;  canned;  regular pack;  solids and liquids,Vitamin C;  total ascorbic acid,7.8,0.5,cup,124
Beans;  snap;  green;  canned;  no salt added;  solids and liquids,Vitamin C;  total ascorbic acid,3.4,0.5,cup,120
Rowal;  raw,Vitamin C;  total ascorbic acid,25.8,0.5,cup,114
Soup;  cream of onion;  canned;  condensed,Vitamin C;  total ascorbic acid,1,0.5,cup,126
Soup;  chicken mushroom;  canned;  condensed,Vitamin C;  total ascorbic acid,0,0.5,cup,124
Soup;  vegetarian vegetable;  canned;  condensed,Vitamin C;  total ascorbic acid,1.2,0.5,cup,126
Fruit cocktail;  (peach and pineapple and pear and grape and cherry);  canned;  extra light syrup;  solids and liquids,Vitamin C;  total ascorbic acid,3,0.5,cup,123
Beans;  snap;  yellow;  canned;  regular pack;  solids and liquids,Vitamin C;  total ascorbic acid,3.4,0.5,cup,120
Cheese;  ricotta;  whole milk,Vitamin C;  total ascorbic acid,0,0.5,cup,124
Soup;  chicken with rice;  canned;  condensed,Vitamin C;  total ascorbic acid,0,0.5,cup,126
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,Vitamin C;  total ascorbic acid,0,0.5,cup,127
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,Vitamin C;  total ascorbic acid,0,0.5,cup,127
Puddings;  coconut cream;  dry mix;  instant;  prepared with whole milk,Vitamin C;  total ascorbic acid,0.8,0.5,cup,147
CAMPBELL'S Red and White;  Chicken Barley with Mushrooms Soup;  condensed,Vitamin C;  total ascorbic acid,0,0.5,cup,126
Tofu;  raw;  regular;  prepared with calcium sulfate,Vitamin C;  total ascorbic acid,0.1,0.5,cup,124
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,Vitamin C;  total ascorbic acid,0.1,0.5,cup,128
Ice creams;  vanilla;  fat free,Vitamin C;  total ascorbic acid,0,0.5,cup,67
PACE;  Salsa Refried Beans,Vitamin C;  total ascorbic acid,0,0.5,cup,120
Potatoes;  boiled;  cooked in skin;  flesh;  with salt,Vitamin C;  total ascorbic acid,13,0.5,cup,78
Desserts;  egg custard;  baked;  prepared-from-recipe,Vitamin C;  total ascorbic acid,0,0.5,cup,141
Egg custards;  dry mix;  prepared with 2% milk,Vitamin C;  total ascorbic acid,0.2,0.5,cup,141
Potatoes;  baked;  flesh;  without salt,Vitamin C;  total ascorbic acid,12.8,0.5,cup,61
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  with salt,Vitamin C;  total ascorbic acid,40.1,0.5,cup,92
Cereals;  QUAKER;  Quick Oats;  Dry,Vitamin C;  total ascorbic acid,0,0.5,cup,40
Puddings;  rice;  dry mix;  prepared with whole milk,Vitamin C;  total ascorbic acid,0.7,0.5,cup,128
Soup;  cream of celery;  canned;  condensed,Vitamin C;  total ascorbic acid,0.2,0.5,cup,126
Tomatoes;  crushed;  canned,Vitamin C;  total ascorbic acid,9.2,0.5,cup,121
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  without salt,Vitamin C;  total ascorbic acid,40.1,0.5,cup,92
Yogurt;  frozen;  flavors not chocolate;  nonfat milk;  with low-calorie sweetener,Vitamin C;  total ascorbic acid,0.7,0.5,cup,68
Lotus root;  cooked;  boiled;  drained;  without salt,Vitamin C;  total ascorbic acid,27.4,0.5,cup,60
Soup;  cream of chicken;  canned;  condensed;  reduced sodium,Vitamin C;  total ascorbic acid,0,0.5,cup,124
Soup;  bean with pork;  canned;  condensed,Vitamin C;  total ascorbic acid,1.2,0.5,cup,130
Ice cream;  soft serve;  chocolate,Vitamin C;  total ascorbic acid,0.8,0.5,cup,86
Beans;  snap;  canned;  all styles;  seasoned;  solids and liquids,Vitamin C;  total ascorbic acid,3.1,0.5,cup,114
Cereals;  QUAKER;  Whole Wheat Natural Cereal;  dry,Vitamin C;  total ascorbic acid,0,0.5,cup,40
Asparagus;  cooked;  boiled;  drained;  with salt,Vitamin C;  total ascorbic acid,7.7,0.5,cup,90
Soup;  cheese;  canned;  condensed,Vitamin C;  total ascorbic acid,0.2,0.5,cup,124
Beans;  lima;  immature seeds;  canned;  regular pack;  solids and liquids,Vitamin C;  total ascorbic acid,7.3,0.5,cup,124
Peas;  green;  canned;  no salt added;  solids and liquids,Vitamin C;  total ascorbic acid,9.8,0.5,cup,124
WORTHINGTON Vegetable Skallops;  canned;  unprepared,Vitamin C;  total ascorbic acid,0,0.5,cup,85
Puddings;  lemon;  dry mix;  instant;  prepared with whole milk,Vitamin C;  total ascorbic acid,0.8,0.5,cup,147
Asparagus;  canned;  no salt added;  solids and liquids,Vitamin C;  total ascorbic acid,16.5,0.5,cup,122
Gelatin desserts;  dry mix;  reduced calorie;  with aspartame;  prepared with water,Vitamin C;  total ascorbic acid,0,0.5,cup,117
Potatoes;  baked;  flesh and skin;  with salt,Vitamin C;  total ascorbic acid,9.6,0.5,cup,61
Puddings;  rice;  dry mix;  prepared with 2% milk,Vitamin C;  total ascorbic acid,0.7,0.5,cup,128
Desserts;  apple crisp;  prepared-from-recipe,Vitamin C;  total ascorbic acid,2.2,0.5,cup,141
Puddings;  chocolate;  dry mix;  instant;  prepared with whole milk,Vitamin C;  total ascorbic acid,0.9,0.5,cup,147
Caribou;  hind quarter;  meat;  cooked (Alaska Native),Vitamin C;  total ascorbic acid,0,0.5,cup,66
Peas and carrots;  frozen;  cooked;  boiled;  drained;  with salt,Vitamin C;  total ascorbic acid,8.1,0.5,cup,80
PACE;  Traditional Refried Beans,Vitamin C;  total ascorbic acid,0,0.5,cup,120
Ice creams;  vanilla;  rich,Vitamin C;  total ascorbic acid,0,0.5,cup,107
Frozen yogurts;  vanilla;  soft-serve,Vitamin C;  total ascorbic acid,0.8,0.5,cup,72
CAMPBELL'S Red and White;  Lentil Soup;  condensed,Vitamin C;  total ascorbic acid,0,0.5,cup,126
Campbell's Brown Sugar And Bacon Flavored Baked Beans,Vitamin C;  total ascorbic acid,0,0.5,cup,130
Gelatin desserts;  dry mix;  prepared with water,Vitamin C;  total ascorbic acid,0,0.5,cup,135
Potato salad with egg,Vitamin C;  total ascorbic acid,0.8,0.5,cup,125
Lotus root;  cooked;  boiled;  drained;  with salt,Vitamin C;  total ascorbic acid,27.4,0.5,cup,60
Pudding;  lemon;  dry mix;  regular;  prepared with sugar;  egg yolk and water,Vitamin C;  total ascorbic acid,0,0.5,cup,127
CAMPBELL'S Red and White;  Italian Style Wedding Soup;  condensed,Vitamin C;  total ascorbic acid,0,0.5,cup,126
Peas;  green;  frozen;  cooked;  boiled;  drained;  with salt,Vitamin C;  total ascorbic acid,9.9,0.5,cup,80
Puddings;  vanilla;  dry mix;  regular;  prepared with 2% milk,Vitamin C;  total ascorbic acid,0.7,0.5,cup,128
Puddings;  tapioca;  dry mix;  prepared with whole milk,Vitamin C;  total ascorbic acid,0.7,0.5,cup,128
Tofu;  raw;  firm;  prepared with calcium sulfate,Vitamin C;  total ascorbic acid,0.2,0.5,cup,126
Turnip greens;  frozen;  cooked;  boiled;  drained;  with salt,Vitamin C;  total ascorbic acid,21.8,0.5,cup,82
Potatoes;  boiled;  cooked without skin;  flesh;  with salt,Vitamin C;  total ascorbic acid,7.4,0.5,cup,78
Desserts;  flan;  caramel custard;  prepared-from-recipe,Vitamin C;  total ascorbic acid,0,0.5,cup,153
Puddings;  coconut cream;  dry mix;  regular;  prepared with 2% milk,Vitamin C;  total ascorbic acid,0.7,0.5,cup,140
Spanish rice mix;  dry mix;  unprepared,Thiamin,0.822,0.5,cup,70
Potatoes;  boiled;  cooked without skin;  flesh;  with salt,Thiamin,0.098,0.5,cup,78
Puddings;  coconut cream;  dry mix;  regular;  prepared with 2% milk,Thiamin,0.032,0.5,cup,140
Egg custards;  dry mix;  prepared with whole milk,Thiamin,0.061,0.5,cup,141
Puddings;  chocolate;  dry mix;  regular;  prepared with whole milk,Thiamin,0.038,0.5,cup,142
Potatoes;  boiled;  cooked in skin;  flesh;  with salt,Thiamin,0.106,0.5,cup,78
Desserts;  flan;  caramel custard;  prepared-from-recipe,Thiamin,0.032,0.5,cup,153
Tofu;  raw;  firm;  prepared with calcium sulfate,Thiamin,0.158,0.5,cup,126
SUNSHINE;  CHEEZ-IT;  Snack Mix,Thiamin,0.21,0.5,cup,30
Puddings;  coconut cream;  dry mix;  regular;  prepared with whole milk,Thiamin,0.032,0.5,cup,140
Egg custards;  dry mix;  prepared with 2% milk,Thiamin,0.056,0.5,cup,141
Beans;  snap;  yellow;  canned;  no salt added;  solids and liquids,Thiamin,0.025,0.5,cup,120
Puddings;  coconut cream;  dry mix;  instant;  prepared with whole milk,Thiamin,0.033,0.5,cup,147
Puddings;  tapioca;  dry mix;  prepared with whole milk,Thiamin,0.03,0.5,cup,128
Peas;  green;  frozen;  cooked;  boiled;  drained;  with salt,Thiamin,0.283,0.5,cup,80
Tofu;  raw;  regular;  prepared with calcium sulfate,Thiamin,0.081,0.5,cup,124
Potato salad with egg,Thiamin,0.032,0.5,cup,125
Peas;  green;  canned;  no salt added;  solids and liquids,Thiamin,0.111,0.5,cup,124
Ice creams;  vanilla;  rich,Thiamin,0.041,0.5,cup,107
Puddings;  rice;  dry mix;  prepared with whole milk,Thiamin,0.074,0.5,cup,128
Cheese;  ricotta;  whole milk,Thiamin,0.013,0.5,cup,124
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  with salt,Thiamin,0.055,0.5,cup,92
Gelatin desserts;  dry mix;  reduced calorie;  with aspartame;  prepared with water,Thiamin,0,0.5,cup,117
Puddings;  vanilla;  dry mix;  regular;  prepared with 2% milk,Thiamin,0.031,0.5,cup,128
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  with salt,Thiamin,0.071,0.5,cup,91
Lotus root;  cooked;  boiled;  drained;  with salt,Thiamin,0.127,0.5,cup,60
Puddings;  vanilla;  dry mix;  instant;  prepared with whole milk,Thiamin,0.033,0.5,cup,142
Soybeans;  mature seeds;  sprouted;  raw,Thiamin,0.34,0.5,cup,35
Peas;  green;  canned;  regular pack;  solids and liquids,Thiamin,0.077,0.5,cup,124
Tomatoes;  crushed;  canned,Thiamin,0.075,0.5,cup,121
Soup;  pea;  green;  canned;  condensed,Thiamin,0.082,0.5,cup,128
Potatoes;  baked;  flesh;  with salt,Thiamin,0.105,0.5,cup,61
Ice cream;  soft serve;  chocolate,Thiamin,0.049,0.5,cup,86
Soup;  cream of onion;  canned;  condensed,Thiamin,0.04,0.5,cup,126
Soup;  vegetable beef;  canned;  condensed,Thiamin,0.029,0.5,cup,126
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  without salt,Thiamin,0.071,0.5,cup,91
Soup;  cheese;  canned;  condensed,Thiamin,0.013,0.5,cup,124
Soup;  vegetable with beef broth;  canned;  condensed,Thiamin,0.042,0.5,cup,123
Cereals;  QUAKER;  Whole Wheat Natural Cereal;  dry,Thiamin,0.48,0.5,cup,40
HEALTHY REQUEST;  Chicken with Rice;  condensed,Thiamin,0.01,0.5,cup,126
Soup;  clam chowder;  new england;  canned;  condensed,Thiamin,0.125,0.5,cup,126
Peas and carrots;  frozen;  cooked;  boiled;  drained;  with salt,Thiamin,0.225,0.5,cup,80
Puddings;  lemon;  dry mix;  instant;  prepared with whole milk,Thiamin,0.032,0.5,cup,147
Puddings;  tapioca;  dry mix;  prepared with 2% milk,Thiamin,0.03,0.5,cup,128
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  with salt,Thiamin,0.078,0.5,cup,95
Puddings;  vanilla;  dry mix;  regular;  prepared with whole milk,Thiamin,0.036,0.5,cup,140
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,Thiamin,0.033,0.5,cup,128
Ice creams;  vanilla;  fat free,Thiamin,0.051,0.5,cup,67
Tofu;  firm;  prepared with calcium sulfate and magnesium chloride (nigari),Thiamin,0.06,0.5,cup,126
Gelatin desserts;  dry mix;  prepared with water,Thiamin,0,0.5,cup,135
Pudding;  lemon;  dry mix;  regular;  prepared with sugar;  egg yolk and water,Thiamin,0.006,0.5,cup,127
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,Thiamin,0.036,0.5,cup,127
Peas;  green;  canned;  no salt added;  drained solids,Thiamin,0.121,0.5,cup,85
Caribou;  hind quarter;  meat;  cooked (Alaska Native),Thiamin,0.291,0.5,cup,66
Turnip greens;  frozen;  cooked;  boiled;  drained;  with salt,Thiamin,0.054,0.5,cup,82
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,Thiamin,0.038,0.5,cup,127
Puddings;  coconut cream;  dry mix;  instant;  prepared with 2% milk,Thiamin,0.034,0.5,cup,147
Frozen yogurts;  vanilla;  soft-serve,Thiamin,0.037,0.5,cup,72
Potatoes;  baked;  flesh and skin;  with salt,Thiamin,0.064,0.5,cup,61
Potatoes;  microwaved;  cooked in skin;  flesh;  with salt,Thiamin,0.129,0.5,cup,78
Puddings;  rice;  dry mix;  prepared with 2% milk,Thiamin,0.075,0.5,cup,128
Puddings;  chocolate;  dry mix;  instant;  prepared with whole milk,Thiamin,0.033,0.5,cup,147
Desserts;  apple crisp;  prepared-from-recipe,Thiamin,0.083,0.5,cup,141
Soup;  bean with pork;  canned;  condensed,Thiamin,0.065,0.5,cup,130
Fruit cocktail;  (peach and pineapple and pear and grape and cherry);  canned;  extra heavy syrup;  solids and liquids,Thiamin,0.018,0.5,cup,130
Potatoes;  microwaved;  cooked in skin;  flesh;  without salt,Thiamin,0.129,0.5,cup,78
Beans;  snap;  canned;  all styles;  seasoned;  solids and liquids,Thiamin,0.025,0.5,cup,114
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  without salt,Thiamin,0.055,0.5,cup,92
Soup;  vegetarian vegetable;  canned;  condensed,Thiamin,0.044,0.5,cup,126
Potatoes;  hash brown;  frozen;  plain;  unprepared,Thiamin,0.097,0.5,cup,105
Beans;  snap;  yellow;  canned;  regular pack;  solids and liquids,Thiamin,0.025,0.5,cup,120
Potatoes;  baked;  flesh;  without salt,Thiamin,0.105,0.5,cup,61
Fruit cocktail;  (peach and pineapple and pear and grape and cherry);  canned;  extra light syrup;  solids and liquids,Thiamin,0.03,0.5,cup,123
Soup;  chicken vegetable;  canned;  condensed,Thiamin,0.036,0.5,cup,121
Peas;  green;  frozen;  cooked;  boiled;  drained;  without salt,Thiamin,0.283,0.5,cup,80
Soup;  vegetable;  canned;  low sodium;  condensed,Thiamin,0.109,0.5,cup,126
Soup;  chicken noodle;  canned;  condensed,Thiamin,0.079,0.5,cup,124
Fat free ice cream;  no sugar added;  flavors other than chocolate,Thiamin,0.029,0.5,cup,68
Soup;  cream of potato;  canned;  condensed,Thiamin,0.028,0.5,cup,124
Cheese;  ricotta;  part skim milk,Thiamin,0.021,0.5,cup,124
Peas and onions;  frozen;  unprepared,Thiamin,0.297,0.5,cup,69
Cereals;  QUAKER;  Quick Oats;  Dry,Thiamin,0.54,0.5,cup,40
Desserts;  egg custard;  baked;  prepared-from-recipe,Thiamin,0.038,0.5,cup,141
Soup;  chicken with rice;  canned;  condensed,Thiamin,0.014,0.5,cup,126
Asparagus;  cooked;  boiled;  drained,Thiamin,0.162,0.5,cup,90
Yogurt;  frozen;  flavors not chocolate;  nonfat milk;  with low-calorie sweetener,Thiamin,0.04,0.5,cup,68
Soup;  cream of celery;  canned;  condensed,Thiamin,0.023,0.5,cup,126
Asparagus;  cooked;  boiled;  drained;  with salt,Thiamin,0.162,0.5,cup,90
Beans;  snap;  green;  canned;  no salt added;  solids and liquids,Thiamin,0.025,0.5,cup,120
Peas and carrots;  frozen;  unprepared,Thiamin,0.19,0.5,cup,70
Beans;  lima;  immature seeds;  canned;  regular pack;  solids and liquids,Thiamin,0.029,0.5,cup,124
Soup;  cream of mushroom;  canned;  condensed,Thiamin,0.012,0.5,cup,126
Soup;  beef noodle;  canned;  condensed,Thiamin,0.055,0.5,cup,125
Tomato products;  canned;  sauce;  with herbs and cheese,Thiamin,0.076,0.5,cup,122
Potatoes;  boiled;  cooked without skin;  flesh;  without salt,Thiamin,0.098,0.5,cup,78
Turnip greens;  canned;  solids and liquids,Thiamin,0.012,0.5,cup,117
Sauce;  sofrito;  prepared from recipe,Thiamin,0.284,0.5,cup,103
Lotus root;  cooked;  boiled;  drained;  without salt,Thiamin,0.127,0.5,cup,60
Asparagus;  canned;  no salt added;  solids and liquids,Thiamin,0.054,0.5,cup,122
Potatoes;  boiled;  cooked in skin;  flesh;  without salt,Thiamin,0.106,0.5,cup,78
Soup;  cream of chicken;  canned;  condensed;  reduced sodium,Thiamin,0.005,0.5,cup,124
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  without salt,Thiamin,0.078,0.5,cup,95
Soup;  chicken mushroom;  canned;  condensed,Thiamin,0.02,0.5,cup,124
Asparagus;  canned;  regular pack;  solids and liquids,Thiamin,0.054,0.5,cup,122
Cereals;  QUAKER;  Quick Oats with Iron;  Dry,Thiamin,0.54,0.5,cup,40
Soup;  beef broth bouillon and consomme;  canned;  condensed,Thiamin,0.017,0.5,cup,124
Tomatoes;  crushed;  canned,Riboflavin,0.052,0.5,cup,121
Beans;  lima;  immature seeds;  canned;  regular pack;  solids and liquids,Riboflavin,0.043,0.5,cup,124
Soup;  cream of mushroom;  canned;  condensed,Riboflavin,0.016,0.5,cup,126
Yogurt;  frozen;  flavors not chocolate;  nonfat milk;  with low-calorie sweetener,Riboflavin,0.18,0.5,cup,68
Cereals;  QUAKER;  Quick Oats with Iron;  Dry,Riboflavin,0.123,0.5,cup,40
Peas and carrots;  frozen;  unprepared,Riboflavin,0.081,0.5,cup,70
Soup;  chicken mushroom;  canned;  condensed,Riboflavin,0.09,0.5,cup,124
Asparagus;  canned;  no salt added;  solids and liquids,Riboflavin,0.089,0.5,cup,122
Cereals;  QUAKER;  Quick Oats;  Dry,Riboflavin,0.12,0.5,cup,40
Peas;  green;  frozen;  cooked;  boiled;  drained;  without salt,Riboflavin,0.1,0.5,cup,80
Soup;  beef broth bouillon and consomme;  canned;  condensed,Riboflavin,0.023,0.5,cup,124
Soybeans;  mature seeds;  sprouted;  raw,Riboflavin,0.118,0.5,cup,35
Potatoes;  boiled;  cooked without skin;  flesh;  without salt,Riboflavin,0.019,0.5,cup,78
Soup;  bean with pork;  canned;  condensed,Riboflavin,0.025,0.5,cup,130
Peas and onions;  frozen;  unprepared,Riboflavin,0.114,0.5,cup,69
Sauce;  sofrito;  prepared from recipe,Riboflavin,0.212,0.5,cup,103
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  without salt,Riboflavin,0.176,0.5,cup,95
Beans;  snap;  yellow;  canned;  regular pack;  solids and liquids,Riboflavin,0.051,0.5,cup,120
Potatoes;  microwaved;  cooked in skin;  flesh;  without salt,Riboflavin,0.025,0.5,cup,78
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  without salt,Riboflavin,0.12,0.5,cup,91
Soup;  vegetable;  canned;  low sodium;  condensed,Riboflavin,0.092,0.5,cup,126
Soup;  cream of potato;  canned;  condensed,Riboflavin,0.029,0.5,cup,124
Beans;  snap;  canned;  all styles;  seasoned;  solids and liquids,Riboflavin,0.049,0.5,cup,114
Fruit cocktail;  (peach and pineapple and pear and grape and cherry);  canned;  extra heavy syrup;  solids and liquids,Riboflavin,0.019,0.5,cup,130
Soup;  chicken vegetable;  canned;  condensed,Riboflavin,0.046,0.5,cup,121
Beans;  snap;  green;  canned;  no salt added;  solids and liquids,Riboflavin,0.051,0.5,cup,120
Soup;  cheese;  canned;  condensed,Riboflavin,0.105,0.5,cup,124
Pudding;  lemon;  dry mix;  regular;  prepared with sugar;  egg yolk and water,Riboflavin,0.023,0.5,cup,127
Cheese;  ricotta;  whole milk,Riboflavin,0.195,0.5,cup,124
Turnip greens;  canned;  solids and liquids,Riboflavin,0.063,0.5,cup,117
Potatoes;  baked;  flesh;  without salt,Riboflavin,0.021,0.5,cup,61
Soup;  cream of celery;  canned;  condensed,Riboflavin,0.039,0.5,cup,126
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  without salt,Riboflavin,0.081,0.5,cup,92
Soup;  vegetable beef;  canned;  condensed,Riboflavin,0.039,0.5,cup,126
Soup;  chicken noodle;  canned;  condensed,Riboflavin,0.07,0.5,cup,124
Lotus root;  cooked;  boiled;  drained;  without salt,Riboflavin,0.01,0.5,cup,60
Soup;  cream of chicken;  canned;  condensed;  reduced sodium,Riboflavin,0.022,0.5,cup,124
Fruit cocktail;  (peach and pineapple and pear and grape and cherry);  canned;  extra light syrup;  solids and liquids,Riboflavin,0.01,0.5,cup,123
Soup;  vegetarian vegetable;  canned;  condensed,Riboflavin,0.037,0.5,cup,126
Asparagus;  cooked;  boiled;  drained,Riboflavin,0.139,0.5,cup,90
Soup;  cream of onion;  canned;  condensed,Riboflavin,0.06,0.5,cup,126
Potatoes;  boiled;  cooked in skin;  flesh;  without salt,Riboflavin,0.02,0.5,cup,78
Soup;  beef noodle;  canned;  condensed,Riboflavin,0.047,0.5,cup,125
Cereals;  QUAKER;  Whole Wheat Natural Cereal;  dry,Riboflavin,0.14,0.5,cup,40
Peas;  green;  canned;  regular pack;  solids and liquids,Riboflavin,0.024,0.5,cup,124
Asparagus;  canned;  regular pack;  solids and liquids,Riboflavin,0.089,0.5,cup,122
Soup;  vegetable with beef broth;  canned;  condensed,Riboflavin,0.037,0.5,cup,123
Ice cream;  soft serve;  chocolate,Riboflavin,0.182,0.5,cup,86
Soup;  pea;  green;  canned;  condensed,Riboflavin,0.052,0.5,cup,128
HEALTHY REQUEST;  Chicken with Rice;  condensed,Riboflavin,0.025,0.5,cup,126
